GameID,Date,TeamName,FGM,FGA,fieldGoalPct,3PM,3PA,threePointFieldGoalPct,FTM,FTA,freeThrowPct,totalRebounds,offensiveRebounds,defensiveRebounds,assists,steals,blocks,turnovers,fastBreakPoints,pointsInPaint,largestLead,teamTurnovers,totalTurnovers,technicalFouls,totalTechnicalFouls,flagrantFouls,turnoverPoints,fouls
401736252,20250716,Dream,31,66,47.0,9,27,33.3,15,20,75.0,42,5,37,26,5,5,10,12,40,43,0,10,0,0,0,5,10
401736252,20250716,Sky,18,71,25.4,7,20,35.0,6,8,75.0,33,9,24,12,5,7,13,4,18,0,2,15,0,0,0,22,17
401736253,20250716,Mercury,25,70,35.7,7,26,26.9,9,15,60.0,39,9,30,21,7,4,12,13,30,3,0,12,0,0,0,7,16
401736253,20250716,Lynx,29,68,42.6,10,23,43.5,11,14,78.6,44,7,37,22,9,4,13,12,34,16,2,15,0,0,0,21,15
401736254,20250716,Valkyries,19,60,31.7,7,31,22.6,13,16,81.3,35,5,30,13,2,5,11,6,22,5,3,14,1,1,0,6,24
401736254,20250716,Storm,21,64,32.8,7,29,24.1,18,22,81.8,33,6,27,13,7,4,7,5,20,9,1,8,0,0,0,5,20
401736255,20250716,Fever,28,76,36.8,8,32,25.0,13,15,86.7,32,13,19,16,8,2,12,3,36,2,2,14,0,0,0,23,13
401736255,20250716,Liberty,37,64,57.8,14,27,51.9,10,11,90.9,29,2,27,30,8,9,13,19,40,27,1,14,0,0,0,24,16
401736256,20250716,Aces,34,71,47.9,5,15,33.3,17,26,65.4,40,11,29,23,8,9,15,15,44,22,1,16,0,0,0,20,11
401736256,20250716,Wings,34,85,40.0,10,29,34.5,8,11,72.7,39,9,30,32,14,6,11,8,34,7,2,13,0,0,0,12,20
